CARRIER_IND,Carr,FLT,REPORT_DT,SCH_DPRT_STA_CD,Orig,SCH_ARRV_STA_CD,Dest,SCH_FLEET_TYPE_DSCR,ACT_FLEET_TYPE_DSCR,Gate,SCH_DPRT_DTMZ,SCH_ARRV_DTMZ,SCH_ARRV_DTML,SCH_DPRT_DTML,SCH_CD,DPRT_DELAY_MIN,ARRV_DELAY_MIN,BAG_CNT,CATEGORY,CNXL_CD,CS_D0,CS_RCMD_DPRT_DTMZ,CS_RCMD_DPRT_HOLD_MINUTES,D0,DELAY_CODE,D-OT,EQUIP_CONNECT_CD,EST_CNXL_PAX_CNT,ID,INTL,LEFT_OFF_BAG_CNT,MISCONNECT_CNT,OPER_DELAY_CODE,ORIG_Left_offs,PAX_CNT,PRIORITY_FLT_FLG,RAMP_TCI_DEN,RAMP_TCI_NUM,RETURN_TYPE_CD,SCH_FLEET_TYPE_SHORT_DSCR,Sta Dly,SUBCATEGORY,SUCCESS_CAT,SUCCESS_CD_DSCR,TOTAL_CONNECTIONS,TURN_TYPE,XFER_Left_offs,Area,ARRIVAL_LEG_FLIGHT_NUMBER,ARRIVAL_LEG_ORIGIN,ASM,ATW_Zone,ATW_Zone_Arrv,CG_ARRV_CNT,CG_ARRV_STD,CG_DPRT_CNT,CG_DPRT_STD,COMPLETION_DEN,COMPLETION_NUM,CONX_NRSA,CONX_POSITIVE,CONX_REV,CS_ARRV_CNT,CS_ARRV_STD,CS_DPRT_CNT,CS_DPRT_STD,CURRENT_DT,CURRENT_DTML,Customer_D0,Requotes Delay Reasons,DEP_ind,DEPARTURE_AVAILABLE_GROUND_MINUTES,DEPARTURE_MST_SUCCESS,DIVERT_REASON_CD,EST_ARRV_DTML,EST_ARRV_DTMZ,EST_DPRT_DTML,EST_DPRT_DTMZ,FIRST_VALET_BAG_ON_DTMZ,Hubs_Lines,LAST_UPDATED,LF_NUM,MARKET,MST_INDICATOR,OFF_DTMZ,ON_DTMZ,ORIG_BAGS,ORIG_NRSA,ORIG_POSITIVE,ORIG_REV,prev_act_arrv_dtl,prev_act_arrv_dtml,prev_act_arrv_dtmz,prev_act_arrv_dtz,prev_arrv_diff_minutes,prev_arrv_gate,prev_cnxl_cd,prev_company_id,prev_dprt_sta_cd,prev_flt_num,prev_report_dt,prev_sch_arrv_dtl,prev_sch_arrv_dtml,prev_sch_arrv_dtmz,prev_sch_arrv_dtz,prev_sch_dprt_sta_cd,Ramp_Business_Partner,RCA_25_Bag_Load_Perc,RCA_25_Boarding_Perc,RCA_50_Bag_Load_Perc,RCA_50_Boarding_Perc,RCA_75_Bag_Load_Perc,RCA_75_Boarding_Perc,RCA_95_Bag_Load_Perc,RCA_95_Boarding_Perc,RCA_Boarding_duration_seconds,RCA_company_material_boarded_pounds,RCA_express_freight_boarded_pounds,RCA_flight_notes,RCA_freight_boarded_pounds,RCA_international_mail_boarded_pounds,RCA Root Cause,RCA_Loading_duration_seconds,RCA_priority_mail_boarded_pounds,RCA_root_cause_1,RCA_root_cause_2,RCA_root_cause_3,RCA_total_bags,RCA_total_BE,RCA_total_cold_bags,RCA_total_gate_checks,RCA_total_hot_bags,RCA_total_local_bags,RCA_total_transfer_bags,RCA_wchr_count,RPM,SF_NUM,SLACK,SLACK_DEN,SOC_Zone,SOC_Zone_Arrv,TAXI_IN_MINUTES,TAXI_OUT_MINUTES,TOB_CNT,TOB_STD,TURN_LENGTH,XFER_BAGS,ZONES_COMBINED,ZONES_COMBINED_ARRV,ARRVregion,ARRVregion2,ARRVsubregion,ARRVsubregion2,DEPTregion,DEPTregion2,DEPTsubregion,DEPTsubregion2,TSA0,TSD0,TSIncludeExclude,Turn_Success,OA_Comp_City,_SYSTEM,SUB_REGION,SCH_FLTS,allFlights,24HourClock,String24HourClock,MainlineUAX,STAR-NonSTAR,Priority_ind,MST_Success_Indicator,Delay_flag,INT/DOM,Scheduled_Departure_Date,Early-OnTime,Month,Year,CUST_A14_NUM,TOTAL_PAX,DayofWeek,MST_MINS_BUCKT
ML,UA,96,4/5/2023,SFO,SFO,BNE,BNE,B787-8,B787-8,G6,4/6/2023 6:55,,4/7/2023 6:40,4/5/2023 23:55,S,92,110,142,Late Opportunity, ,0,,0,0,CL,Late,O ,0,94561867,YES,6,7,  ,1,123,0,0,0, ,788,92,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,86,,5,SFO,,,,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,2195,,,4/7/2023 8:33,,4/6/2023 1:22,,,Hubs,5/22/2023 1:29,120,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 11:20,4/4/2023 18:20,4/4/2023,11,F17,,UA,IAD,700,4/4/2023,4/4/2023,4/4/2023 11:09,4/4/2023 18:09,4/4/2023,IAD,United,25510,525,27945,908,30589,1253,35093,1707.1,,5,9,,25649,58,Unknown,27104,0,After_Boarding_End,Boarding_End,,147,,101,2,1,42,103,1,,123,0,0,5,3,6,48,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,11:00 PM,23,Mainline,Non-STAR,Non-Priority,,Delayed,International,4/5/2023,0,Apr,2023,0,123,Wed,
ML,UA,58,4/5/2023,SFO,SFO,FRA,FRA,B777-300,B777-300,G6,4/5/2023 20:50,,4/6/2023 9:55,4/5/2023 13:50,S,-9,-9,135,On-Time Opportunity, ,1,,0,1,  ,OT,O ,0,94562005,YES,1,0,  ,0,139,1,3,3, ,773,0,On-time Defect - Customer,,,38,Standard,1,SFO,870,SYD,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,425,0,,4/6/2023 9:43,,4/5/2023 13:50,,,Hubs,5/22/2023 1:29,131,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 6:45,4/5/2023 13:45,4/5/2023,-20,G6,,UA,SYD,870,4/5/2023,4/5/2023,4/5/2023 7:05,4/5/2023 14:05,4/5/2023,SYD,United,12287,367,15444,642,16872,896.5,19572,1171.5,,5,24,,24770,1024,,20766,0,,,,150,,41,2,0,106,42,2,0,139,0,0,5,5,14,25,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,GERMANY,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Priority,MST Failure,Non-delayed,International,4/5/2023,1,Apr,2023,139,139,Wed,0
ML,UA,968,4/5/2023,SFO,SFO,AMS,AMS,B777-200,B777-200,G7,4/5/2023 21:35,,4/6/2023 10:20,4/5/2023 14:35,S,5,6,135,Late Opportunity, ,0,,0,0,TA,D-OT,O ,0,94562050,YES,1,0,  ,0,157,0,3,1, ,777,5,Defect - Customer,Aircraft - uncontrollable,TA - Aircraft Servicing,52,Standard,1,SFO,395,EWR,0,Z5,No Zone,,,,,1,1,,,,,,,,,,0,,Arrived,987,0,,4/6/2023 10:13,,4/5/2023 14:45,,,Hubs,5/22/2023 1:29,149,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 22:08,4/5/2023 5:08,4/5/2023,107,F15,,UA,EWR,395,4/4/2023,4/4/2023,4/4/2023 20:21,4/5/2023 3:21,4/5/2023,EWR,United,14533,446.5,16250,733,17777,1055.75,22645,1410.75,,5,31,,23820,0,MX,23782,0,Boarding_Start,FA_Min,MRD_Upload,145,,54,2,0,89,54,4,0,157,0,0,5,3,19,29,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-No Zone,BTW-No Zone,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/5/2023,0,Apr,2023,157,157,Wed,0
ML,UA,857,4/5/2023,SFO,SFO,PVG,PVG,B777-300,B777-300,G9,4/5/2023 19:55,,4/6/2023 17:45,4/5/2023 12:55,S,21,2,397,Late Opportunity, ,0,4/5/2023 20:09,14,0,OX,D-OT,O ,0,94562101,YES,1,1,  ,0,339,1,2,2, ,773,21,Defect - Customer,Process - controllable,OX - Connection Saver,67,Standard,1,SFO,396,HNL,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,391,0,,4/6/2023 17:38,,4/5/2023 13:05,,,Hubs,5/22/2023 1:29,328,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 6:24,4/5/2023 13:24,4/5/2023,-11,F19,,UA,HNL,396,4/4/2023,4/5/2023,4/5/2023 6:35,4/5/2023 13:35,4/5/2023,HNL,United,11317,906.5,13267,1485,17212,1944,20786,2313.9,,7093,4,,11414,194,Catering,21347,0,Aircraft_Door_Close,Cleaners_Off,Cabin_Security,440,,84,46,13,290,104,6,0,339,0,0,5,3,17,21,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,12:00 PM,12,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/5/2023,0,Apr,2023,339,339,Wed,0
ML,UA,863,4/5/2023,SFO,SFO,SYD,SYD,B777-300,B777-300,G13,4/6/2023 5:45,,4/7/2023 7:00,4/5/2023 22:45,S,37,-8,208,Late Opportunity, ,0,,0,0,TA,D-OT,O ,0,94562172,YES,0,1,  ,0,185,0,2,2, ,773,37,Defect - Customer,Aircraft - uncontrollable,TA - Aircraft Servicing,98,Standard,0,SFO,2587,BIF,0,Z5,Z1,,,,,1,1,,,,,,,,,,0,,Arrived,711,0,,4/7/2023 6:52,,4/5/2023 23:15,,,Hubs,5/22/2023 1:29,181,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 10:54,4/5/2023 17:54,4/5/2023,-21,F19,,UA,BIF,2587,4/5/2023,4/5/2023,4/5/2023 11:15,4/5/2023 18:15,4/5/2023,BIF,United,14431,367,19433,544,24285,739,28864,922.2,,75,5,,14470,1671,MX,29144,0,Last_Pilot_Arrival,Tow_Compliance,Caterers_Off,192,,94,1,30,65,126,6,0,185,0,0,5,3,5,23,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,10:00 PM,22,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/5/2023,0,Apr,2023,185,185,Wed,0
ML,UA,893,4/5/2023,SFO,SFO,ICN,ICN,B787-9,B787-9,G9,4/5/2023 17:35,,4/6/2023 14:55,4/5/2023 10:35,S,27,27,264,Late Opportunity, ,0,4/5/2023 17:49,14,0,OX,Late,T ,0,94562208,YES,3,1,  ,0,256,1,2,2, ,789,27,Defect - Customer,Process - controllable,OX - Connection Saver,133,Standard,3,SFO,114,PPT,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,145,0,,4/6/2023 15:18,,4/5/2023 10:49,,,Hubs,5/22/2023 1:29,245,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 8:10,4/5/2023 15:10,4/5/2023,-10,G9,,UA,PPT,114,4/4/2023,4/5/2023,4/5/2023 8:20,4/5/2023 15:20,4/5/2023,PPT,United,1788,343,5265,609,7857,864.5,8636,1287.6,,5,57,,15187,4088,FA Availability,9524,0,FA_Min,Cleaners_On,Cargo_Door_Close,263,,110,4,55,94,165,5,0,256,45,1,5,5,14,32,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Include,-1,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/5/2023,0,Apr,2023,0,256,Wed,0
ML,UA,869,4/5/2023,SFO,SFO,HKG,HKG,B777-300,B777-300,G5,4/5/2023 19:45,,4/6/2023 18:45,4/5/2023 12:45,S,61,67,358,Late Opportunity, ,0,,0,0,XB,Late,O ,0,94562238,YES,0,7,  ,0,323,1,1,1, ,773,61,Defect - Customer,ATC,XB - Local Tower ATC,176,Standard,0,SFO,878,HKG,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,1012,0,,4/6/2023 19:42,,4/5/2023 13:50,,,Hubs,5/22/2023 1:29,310,D-I,Non-MST,,,,,,,4/4/2023,4/4/2023 19:53,4/5/2023 2:53,4/5/2023,-12,G10,,UA,HKG,878,4/4/2023,4/4/2023,4/4/2023 20:05,4/5/2023 3:05,4/5/2023,HKG,United,14405,439.5,16243,809,19297,1154,26851,1472.85,,3066,7,,11732,0,Boarding End,27553,0,Boarding_End,Tow_Compliance,Boarding_Start,310,,165,12,9,124,174,4,0,323,0,0,5,5,15,30,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,ASIA AND SOUTH PACIFIC REGION,PACIFIC,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,12:00 PM,12,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/5/2023,0,Apr,2023,0,323,Wed,0
ML,UA,948,4/5/2023,SFO,SFO,LHR,LHR,B777-200,B777-200,G1,4/5/2023 23:00,,4/6/2023 10:25,4/5/2023 16:00,S,-7,-12,101,On-Time Opportunity, ,1,,0,1,  ,OT,T ,0,94562275,YES,3,0,  ,0,122,0,3,3, ,777,0,On-time Defect - Customer,,,6,Standard,3,SFO,900,LHR,0,Z5,Z5,,,,,1,1,,,,,,,,,,1,,Arrived,191,0,,4/6/2023 10:11,,4/5/2023 16:00,,,Hubs,5/22/2023 1:29,120,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 12:49,4/5/2023 19:49,4/5/2023,-36,G1,,UA,LHR,900,4/5/2023,4/5/2023,4/5/2023 13:25,4/5/2023 20:25,4/5/2023,LHR,United,2852,248.25,4274,484,6456,672.5,10009,948,,5,0,,1660,0,,10354,0,,,,80,,0,0,4,69,11,3,0,122,86,1,5,5,9,19,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,LHR,ATLANTIC,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,4:00 PM,16,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/5/2023,1,Apr,2023,122,122,Wed,0
ML,UA,194,4/5/2023,SFO,SFO,MUC,MUC,B777-200,B777-200,G3,4/5/2023 20:25,,4/6/2023 9:45,4/5/2023 13:25,S,18,6,142,Late Opportunity, ,0,,0,0,VC,D-OT,T ,0,94562291,YES,1,0,  ,1,170,1,1,1, ,777,18,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,29,Standard,0,SFO,876,HND,0,Z5,Z5,,,,,1,1,,,,,,,,,,0,,Arrived,229,0,,4/6/2023 9:51,,4/5/2023 13:30,,,Hubs,5/22/2023 1:29,164,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 9:36,4/5/2023 16:36,4/5/2023,26,G3,,UA,HND,876,4/5/2023,4/5/2023,4/5/2023 9:10,4/5/2023 16:10,4/5/2023,HND,United,4906,325.5,6304,510,9495,707,11860,837.2,,5,0,,1680,0,Cabin Cleaning,12351,0,Boarding_Start,Cleaners_Off,Cabin_Security,153,,14,1,0,138,14,12,0,170,124,1,5,5,6,26,,,,,"ATW-Z5,BTW-Z5,SOC-5","ATW-Z5,BTW-Z5,SOC-5",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,NORTHERN,ATLANTIC,SFO,SFO,SFO,SFO,A0 Late,D0 Late,Exclude,,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Priority,MST Failure,Delayed,International,4/5/2023,0,Apr,2023,170,170,Wed,0
ML,UA,1679,4/6/2023,SFO,SFO,CUN,CUN,B737-MAX9,B737-900,E4,4/6/2023 15:45,,4/6/2023 16:10,4/6/2023 8:45,S,-3,7,108,On-Time Opportunity, ,1,,0,1,  ,OT,H ,0,94562363,YES,0,1,  ,0,178,0,6,5, ,7M9,0,On-time Defect - Customer,,,12,Standard,0,SFO,1803,DEN,0,Z3,Z4,,,,,1,1,,,,,,,,,,1,,Arrived,731,0,,4/6/2023 16:13,,4/6/2023 8:45,,,Hubs,5/22/2023 1:30,176,D-I,Non-MST,,,,,,,4/5/2023,4/5/2023 20:34,4/6/2023 3:34,4/6/2023,69,E2,,UA,DEN,1803,4/5/2023,4/5/2023,4/5/2023 19:25,4/6/2023 2:25,4/6/2023,DEN,United,190,454.75,352,826,1370,1463,2248,1670.75,,0,0,,0,0,,2531,0,,,,109,,8,18,0,83,8,3,0,178,0,0,1,2,9,28,,,,,"ATW-Z3,BTW-Z1,SOC-1","ATW-Z4,BTW-Z1,SOC-2",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 Late,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,8:00 AM,8,Mainline,STAR,Non-Priority,MST Failure,Non-delayed,International,4/6/2023,1,Apr,2023,178,178,Thu,0
ML,UA,460,4/6/2023,SFO,SFO,YVR,YVR,A320-200,A320-200,F16,4/7/2023 1:27,,4/6/2023 20:53,4/6/2023 18:27,S,11,-6,110,Successful Hold, ,1,4/7/2023 1:43,16,0,OX,D-OT,T ,0,94563367,YES,0,9,LT,0,139,0,3,3, ,320,3,Defect - Departure,Process - controllable,OX - Connection Saver,39,Quick,0,SFO,1187,MSP,0,Z1,Z1,,,,,1,1,,,,,,,,,,1,,Arrived,52,0,,4/6/2023 20:47,,4/6/2023 18:38,,,Hubs,5/22/2023 1:30,135,D-I,MST,,,,,,,4/6/2023,4/6/2023 17:35,4/7/2023 0:35,4/7/2023,-13,F16,,UA,MSP,1187,4/6/2023,4/6/2023,4/6/2023 17:48,4/7/2023 0:48,4/7/2023,MSP,United,313,369.5,625,571,1009,791.5,1615,1200,,0,0,,0,0,Customer Hold,2489,0,Boarding_End,,,110,,18,26,2,59,25,2,0,139,-8,1,3,3,4,20,,,,,"ATW-Z1,BTW-Z3,SOC-3","ATW-Z1,BTW-Z3,SOC-3",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,6:00 PM,18,Mainline,Non-STAR,Non-Priority,MST Failure,Qualified Hold,International,4/6/2023,0,Apr,2023,139,139,Thu,0
ML,UA,1271,4/6/2023,SFO,SFO,MEX,MEX,A320-200,A320-200,F1,4/6/2023 17:44,,4/6/2023 16:15,4/6/2023 10:44,S,2,0,86,Late Opportunity, ,0,,0,0,CL,D-OT,T ,0,94563637,YES,0,0,  ,0,145,0,4,4, ,320,2,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,31,Standard,0,SFO,1763,MCI,0,Z4,Z4,,,,,1,1,,,,,,,,,,0,,Arrived,92,0,,4/6/2023 16:14,,4/6/2023 10:44,,,Hubs,5/22/2023 1:30,144,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 9:12,4/6/2023 16:12,4/6/2023,-16,F1,,UA,MCI,1763,4/6/2023,4/6/2023,4/6/2023 9:28,4/6/2023 16:28,4/6/2023,MCI,United,147,503.5,773,827,1915,1266.75,2465,1752.25,,0,0,,0,0,Excessive Gate Checks,2562,0,Boarding_End,,,87,,12,27,0,45,15,1,0,145,32,1,4,4,10,24,,,,,"ATW-Z4,BTW-Z4,SOC-4","ATW-Z4,BTW-Z4,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Include,-1,San Francisco,SYSTEM,SFO,1,1,10:00 AM,10,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/6/2023,0,Apr,2023,145,145,Thu,0
ML,UA,821,4/6/2023,SFO,SFO,MEX,MEX,A319-100,A319-100,F1,4/6/2023 20:12,,4/6/2023 18:45,4/6/2023 13:12,S,44,33,98,Late Opportunity, ,0,,0,0,XF,Late,T ,0,94563750,YES,0,0,  ,0,114,0,2,2, ,319,44,Defect - Customer,Weather,XF - Extreme Weather,63,Standard,0,SFO,2102,BOI,0,Z4,Z4,,,,,1,1,,,,,,,,,,0,,Arrived,71,0,,4/6/2023 19:23,,4/6/2023 13:55,,,Hubs,5/22/2023 1:30,111,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 12:01,4/6/2023 19:01,4/6/2023,-11,F1,,UA,BOI,2102,4/6/2023,4/6/2023,4/6/2023 12:12,4/6/2023 19:12,4/6/2023,BOI,United,261,376,620,566,1507,793,2212,1054.6,,2,0,,26,0,Weather,2946,0,FA_Min,After_Last_Bag_On,Potable_Water_Off,99,,60,5,0,32,62,0,0,114,19,1,4,4,5,25,,,,,"ATW-Z4,BTW-Z4,SOC-4","ATW-Z4,BTW-Z4,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Include,-1,San Francisco,SYSTEM,SFO,1,1,1:00 PM,13,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/6/2023,0,Apr,2023,0,114,Thu,0
ML,UA,784,4/6/2023,SFO,SFO,YVR,YVR,B737-800,B737-800,F12,4/6/2023 15:30,,4/6/2023 10:57,4/6/2023 8:30,S,-5,-11,118,Successful, ,1,,0,1,  ,OT,T ,0,94564008,YES,0,0,  ,0,162,0,6,5, ,738,0,Successful,,,64,Standard,0,SFO,1746,LIH,0,Z1,Z1,,,,,1,1,,,,,,,,,,1,,Arrived,105,0,,4/6/2023 10:44,,4/6/2023 8:30,,,Hubs,5/22/2023 1:30,160,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 6:45,4/6/2023 13:45,4/6/2023,-25,F12,,UA,LIH,1746,4/5/2023,4/6/2023,4/6/2023 7:10,4/6/2023 14:10,4/6/2023,LIH,United,532,307,907,620,1244,975,2304,1395,,0,0,,0,8,,2339,0,,,,124,,54,14,11,45,65,1,0,162,40,1,4,4,8,23,,,,,"ATW-Z1,BTW-Z3,SOC-4","ATW-Z1,BTW-Z3,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Include,0,San Francisco,SYSTEM,SFO,1,1,8:00 AM,8,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/6/2023,1,Apr,2023,162,162,Thu,0
ML,UA,1189,4/6/2023,SFO,SFO,SJD,SJD,A320-200,A320-200,F2,4/6/2023 16:05,,4/6/2023 12:18,4/6/2023 9:05,S,60,45,96,Late Opportunity, ,0,,0,0,  ,Late,T ,0,94564109,YES,1,0,LT,1,149,0,4,3, ,320,0,Defect - Customer,LT,LT - Late Turn,,Quick,0,SFO,1449,YVR,0,Z4,Z4,,,,,1,1,,,,,,,,,,0,,Arrived,0,1,,4/6/2023 13:04,,4/6/2023 10:00,,,Hubs,5/22/2023 1:30,149,D-I,MST,,,,,,,4/6/2023,4/6/2023 9:05,4/6/2023 16:05,4/6/2023,-22,F2,,UA,YVR,1449,4/6/2023,4/6/2023,4/6/2023 9:27,4/6/2023 16:27,4/6/2023,YVR,United,293,424,1014,619,1308,862,1664,1160.8,,0,0,,0,0,MST Success,2233,0,,,,96,,1,13,0,82,1,0,0,149,-60,1,4,4,5,18,,,,,"ATW-Z4,BTW-Z2,SOC-4","ATW-Z4,BTW-Z2,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,9:00 AM,9,Mainline,Non-STAR,Non-Priority,MST Success,Delayed,International,4/6/2023,0,Apr,2023,0,149,Thu,0
ML,UA,1542,4/6/2023,SFO,SFO,YVR,YVR,B737-800,B737-800,F2,4/6/2023 21:00,,4/6/2023 16:25,4/6/2023 14:00,S,-6,-10,113,Successful, ,1,,0,1,  ,OT,T ,0,94564371,YES,0,0,  ,0,155,0,6,6, ,738,0,Successful,,,52,Standard,0,SFO,2135,LAX,0,Z4,Z4,,,,,1,1,,,,,,,,,,1,,Arrived,121,0,,4/6/2023 16:10,,4/6/2023 14:00,,,Hubs,5/22/2023 1:30,155,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 11:59,4/6/2023 18:59,4/6/2023,-10,F2,,UA,LAX,2135,4/6/2023,4/6/2023,4/6/2023 12:09,4/6/2023 19:09,4/6/2023,LAX,United,304,681,1374,1071,1583,1323,2442,1537.8,,0,0,,0,0,,2594,0,,,,115,,46,13,0,51,51,2,0,155,56,1,4,4,10,23,,,,,"ATW-Z4,BTW-Z2,SOC-4","ATW-Z4,BTW-Z2,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,CANADA,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 On Time,Exclude,,San Francisco,SYSTEM,SFO,1,1,2:00 PM,14,Mainline,Non-STAR,Non-Priority,MST Failure,Non-delayed,International,4/6/2023,1,Apr,2023,155,155,Thu,0
ML,UA,412,4/6/2023,SFO,SFO,MEX,MEX,A319-100,A319-100,F1,4/7/2023 5:45,,4/7/2023 4:05,4/6/2023 22:45,S,7,11,77,Late Opportunity, ,0,,0,0,AG,D-OT,T ,0,94564564,YES,0,0,  ,0,125,0,4,2, ,319,7,Defect - Customer,Process - controllable,OC - Other Carrier Controllable,32,Standard,0,SFO,2482,PDX,0,Z4,Z4,,,,,1,1,,,,,,,,,,0,,Arrived,78,0,,4/7/2023 4:08,,4/6/2023 22:55,,,Hubs,5/22/2023 1:30,121,D-I,Non-MST,,,,,,,4/6/2023,4/6/2023 21:27,4/7/2023 4:27,4/7/2023,-13,F1,,UA,PDX,2482,4/6/2023,4/6/2023,4/6/2023 21:40,4/7/2023 4:40,4/7/2023,PDX,United,209,255.5,1382,504,1631,737.5,2557,895.4,,0,0,,66,1237,Cabin Bulkout,3154,0,Last_Bag_On,After_Last_Bag_On,,77,,22,14,0,41,22,0,0,125,26,1,4,4,15,27,,,,,"ATW-Z4,BTW-Z4,SOC-4","ATW-Z4,BTW-Z4,SOC-4",INTERNATIONAL LINE STATIONS,GLOBAL LINE STATIONS,MEXICO,THE AMERICAS,SFO,SFO,SFO,SFO,A0 On Time,D0 Late,Include,-1,San Francisco,SYSTEM,SFO,1,1,10:00 PM,22,Mainline,Non-STAR,Non-Priority,MST Failure,Delayed,International,4/6/2023,0,Apr,2023,125,125,Thu,0
